media_v_viii,nota_finala_romana,nota_finala_matematica,media
9.48,6.20,4.35,5.27
9.48,6.60,6.15,6.37
9.48,6.95,6.25,6.60
9.48,7.15,8.50,7.82
9.48,7.35,7.90,7.62
9.48,7.50,7.25,7.37
9.48,7.70,5.75,6.72
9.48,7.80,7.25,7.52
9.48,7.95,5.90,6.92
9.48,8.05,7.30,7.67
9.48,8.20,6.00,7.10
9.48,8.30,7.05,7.67
9.48,8.35,9.00,8.67
9.48,8.50,8.95,8.72
9.48,8.65,9.05,8.85
9.48,8.80,7.55,8.17
9.48,8.90,8.90,8.90
9.48,9.05,9.35,9.20
9.48,9.30,6.50,7.90
9.48,9.95,8.30,9.12
9.49,6.30,5.80,6.05
9.49,6.75,7.15,6.95
9.49,7.05,8.65,7.85
9.49,7.25,7.50,7.37
9.49,7.40,7.25,7.32
9.49,7.55,8.45,8.00
9.49,7.70,8.05,7.87
9.49,7.85,7.40,7.62
9.49,8.00,5.55,6.77
9.49,8.10,8.75,8.42
9.49,8.25,7.45,7.85
9.49,8.35,6.40,7.37
9.49,8.45,6.25,7.35
9.49,8.55,6.10,7.32
9.49,8.65,8.70,8.67
9.49,8.80,7.05,7.92
9.49,8.95,8.20,8.57
9.49,9.10,8.85,8.97
9.49,9.30,8.90,9.10
9.49,9.55,8.15,8.85
9.50,5.85,7.90,6.87
9.50,6.50,6.95,6.72
9.50,6.80,6.70,6.75
9.50,7.10,7.35,7.22
9.50,7.35,6.60,6.97
9.50,7.55,5.50,6.52
9.50,7.70,5.65,6.67
9.50,7.80,6.75,7.27
9.50,7.90,8.40,8.15
9.50,8.05,6.05,7.05
9.50,8.15,7.45,7.80
9.50,8.25,8.15,8.20
9.50,8.40,7.45,7.92
9.50,8.50,8.70,8.60
9.50,8.65,7.95,8.30
9.50,8.75,8.30,8.52
9.50,8.90,7.50,8.20
9.50,9.00,8.55,8.77
9.50,9.15,7.45,8.30
9.50,9.35,9.15,9.25
9.51,4.85,3.50,4.17
9.51,6.55,5.45,6.00
9.51,6.90,7.10,7.00
9.51,7.15,4.95,6.05
9.51,7.30,7.20,7.25
9.51,7.45,7.40,7.42
9.51,7.60,7.60,7.60
9.51,7.70,8.50,8.10
9.51,7.90,6.25,7.07
9.51,8.00,8.95,8.47
9.51,8.20,5.85,7.02
9.51,8.30,6.40,7.35
9.51,8.40,7.65,8.02
9.51,8.55,6.65,7.60
9.51,8.65,7.40,8.02
9.51,8.75,8.55,8.65
9.51,8.90,7.80,8.35
9.51,9.00,9.40,9.20
9.51,9.20,9.10,9.15
9.51,9.40,8.65,9.02
9.52,5.25,6.40,5.82
9.52,6.50,6.10,6.30
9.52,6.80,6.80,6.80
9.52,7.15,7.20,7.17
9.52,7.35,5.45,6.40
9.52,7.45,8.05,7.75
9.52,7.70,5.90,6.80
9.52,7.80,7.45,7.62
9.52,7.95,6.40,7.17
9.52,8.05,7.40,7.72
9.52,8.15,8.90,8.52
9.52,8.25,8.40,8.32
9.52,8.40,6.40,7.40
9.52,8.50,6.65,7.57
9.52,8.60,7.25,7.92
9.52,8.70,8.00,8.35
9.52,8.85,8.15,8.50
9.52,9.00,5.10,7.05
9.52,9.10,9.35,9.22
9.52,9.35,8.55,8.95
9.53,4.85,7.30,6.07
9.53,6.30,5.75,6.02
9.53,6.75,8.75,7.75
9.53,7.10,7.30,7.20
9.53,7.25,8.00,7.62
9.53,7.50,6.70,7.10
9.53,7.70,3.55,5.62
9.53,7.80,8.15,7.97
9.53,7.90,8.70,8.30
9.53,8.00,8.80,8.40
9.53,8.10,8.90,8.50
9.53,8.25,7.70,7.97
9.53,8.35,7.85,8.10
9.53,8.45,8.20,8.32
9.53,8.55,6.70,7.62
9.53,8.65,8.05,8.35
9.53,8.75,8.10,8.42
9.53,8.85,8.20,8.52
9.53,9.00,7.20,8.10
9.53,9.15,9.50,9.32
9.53,9.45,7.65,8.55
9.54,5.35,3.00,4.17
9.54,6.40,5.35,5.87
9.54,6.80,6.90,6.85
9.54,7.05,7.20,7.12
9.54,7.25,5.15,6.20
9.54,7.40,8.25,7.82
9.54,7.60,7.35,7.47
9.54,7.75,9.05,8.40
9.54,7.90,9.05,8.47
9.54,8.00,8.70,8.35
9.54,8.10,8.90,8.50
9.54,8.25,7.00,7.62
9.54,8.35,7.50,7.92
9.54,8.45,7.25,7.85
9.54,8.55,9.25,8.90
9.54,8.70,6.20,7.45
9.54,8.80,6.90,7.85
9.54,8.85,9.00,8.92
9.54,9.00,8.45,8.72
9.54,9.15,6.55,7.85
9.54,9.30,7.60,8.45
9.54,9.50,8.50,9.00
9.55,6.10,6.65,6.37
9.55,6.55,6.85,6.70
9.55,6.90,8.30,7.60
9.55,7.10,7.50,7.30
9.55,7.30,7.25,7.27
9.55,7.50,5.60,6.55
9.55,7.65,7.55,7.60
9.55,7.80,7.05,7.42
9.55,7.90,8.95,8.42
9.55,8.05,8.80,8.42
9.55,8.15,8.15,8.15
9.55,8.30,7.60,7.95
9.55,8.40,7.85,8.12
9.55,8.50,8.20,8.35
9.55,8.60,8.45,8.52
9.55,8.70,8.85,8.77
9.55,8.80,9.25,9.02
9.55,8.90,8.80,8.85
9.55,9.05,9.00,9.02
9.55,9.25,7.95,8.60
9.55,9.40,8.65,9.02
9.55,9.95,8.95,9.45
9.56,6.35,5.90,6.12
9.56,6.75,7.75,7.25
9.56,7.05,8.35,7.70
9.56,7.30,7.95,7.62
9.56,7.55,7.10,7.32
9.56,7.70,9.10,8.40
9.56,7.85,7.20,7.52
9.56,8.00,6.95,7.47
9.56,8.10,8.20,8.15
9.56,8.25,7.95,8.10
9.56,8.35,8.60,8.47
9.56,8.40,9.15,8.77
9.56,8.50,8.90,8.70
9.56,8.60,8.25,8.42
9.56,8.70,7.85,8.27
9.56,8.85,8.30,8.57
9.56,8.95,8.70,8.82
9.56,9.10,7.85,8.47
9.56,9.25,9.05,9.15
9.56,9.45,9.05,9.25
9.57,5.80,3.50,4.65
9.57,6.50,5.00,5.75
9.57,6.95,4.95,5.95
9.57,7.15,7.60,7.37
9.57,7.35,7.40,7.37
9.57,7.55,6.90,7.22
9.57,7.70,7.65,7.67
9.57,7.85,6.15,7.00
9.57,7.95,5.75,6.85
9.57,8.05,8.20,8.12
9.57,8.15,6.70,7.42
9.57,8.25,8.25,8.25
9.57,8.40,7.50,7.95
9.57,8.50,7.75,8.12
9.57,8.60,6.60,7.60
9.57,8.70,7.50,8.10
9.57,8.80,6.05,7.42
9.57,8.85,9.20,9.02
9.57,9.00,8.50,8.75
9.57,9.15,8.10,8.62
9.57,9.30,7.90,8.60
9.57,9.45,9.60,9.52
9.58,5.85,5.45,5.65
9.58,6.60,7.55,7.07
9.58,7.00,5.05,6.02
9.58,7.25,5.85,6.55
9.58,7.40,7.80,7.60
9.58,7.60,3.90,5.75
9.58,7.70,3.55,5.62
9.58,7.75,8.50,8.12
9.58,7.90,6.70,7.30
9.58,8.00,6.55,7.27
9.58,8.10,7.55,7.82
9.58,8.20,7.40,7.80
9.58,8.30,6.70,7.50
9.58,8.40,6.35,7.37
9.58,8.50,9.65,9.07
9.58,8.60,8.40,8.50
9.58,8.70,7.75,8.22
9.58,8.80,7.80,8.30
9.58,8.90,7.85,8.37
9.58,9.00,7.30,8.15
9.58,9.10,8.70,8.90
9.58,9.25,8.95,9.10
9.58,9.35,9.20,9.27
9.58,9.60,8.85,9.22
9.59,6.40,4.30,5.35
9.59,6.95,5.95,6.45
9.59,7.20,6.70,6.95
9.59,7.40,8.60,8.00
9.59,7.65,6.30,6.97
9.59,7.80,3.70,5.75
9.59,7.85,9.05,8.45
9.59,8.00,7.55,7.77
9.59,8.15,6.70,7.42
9.59,8.25,5.95,7.10
9.59,8.30,8.80,8.55
9.59,8.40,7.75,8.07
9.59,8.50,6.30,7.40
9.59,8.60,6.80,7.70
9.59,8.65,7.45,8.05
9.59,8.75,6.65,7.70
9.59,8.85,6.75,7.80
9.59,8.95,8.05,8.50
9.59,9.05,8.65,8.85
9.59,9.15,8.15,8.65
9.59,9.25,8.30,8.77
9.59,9.40,8.05,8.72
9.59,9.60,8.10,8.85
9.60,6.35,6.65,6.50
9.60,6.80,7.80,7.30
9.60,7.15,3.70,5.42
9.60,7.35,7.40,7.37
9.60,7.60,5.65,6.62
9.60,7.70,7.85,7.77
9.60,7.80,7.95,7.87
9.60,7.90,8.50,8.20
9.60,8.00,8.75,8.37
9.60,8.10,8.55,8.32
9.60,8.20,8.50,8.35
9.60,8.30,7.90,8.10
9.60,8.40,7.10,7.75
9.60,8.45,8.50,8.47
9.60,8.55,7.35,7.95
9.60,8.60,9.10,8.85
9.60,8.75,8.20,8.47
9.60,8.85,7.60,8.22
9.60,8.90,9.25,9.07
9.60,9.05,7.05,8.05
9.60,9.15,8.80,8.97
9.60,9.30,5.60,7.45
9.60,9.45,7.70,8.57
9.60,9.75,5.95,7.85
9.61,6.35,7.75,7.05
9.61,6.95,5.80,6.37
9.61,7.15,5.35,6.25
9.61,7.35,8.15,7.75
9.61,7.50,8.10,7.80
9.61,7.65,6.35,7.00
9.61,7.75,7.40,7.57
9.61,7.85,8.85,8.35
9.61,8.00,6.30,7.15
9.61,8.10,5.05,6.57
9.61,8.20,6.50,7.35
9.61,8.30,6.90,7.60
9.61,8.35,8.55,8.45
9.61,8.45,9.20,8.82
9.61,8.55,8.30,8.42
9.61,8.65,6.00,7.32
9.61,8.75,6.75,7.75
9.61,8.80,9.35,9.07
9.61,8.95,8.05,8.50
9.61,9.10,7.20,8.15
9.61,9.20,8.20,8.70
9.61,9.30,9.00,9.15
9.61,9.45,8.95,9.20
9.61,9.65,9.10,9.37
9.62,6.45,5.85,6.15
9.62,6.90,7.50,7.20
9.62,7.25,7.60,7.42
9.62,7.45,7.00,7.22
9.62,7.65,6.40,7.02
9.62,7.75,7.75,7.75
9.62,7.85,8.60,8.22
9.62,8.00,4.40,6.20
9.62,8.05,9.00,8.52
9.62,8.20,7.70,7.95
9.62,8.30,8.15,8.22
9.62,8.40,8.50,8.45
9.62,8.50,8.45,8.47
9.62,8.60,7.70,8.15
9.62,8.65,9.20,8.92
9.62,8.75,6.90,7.82
9.62,8.80,9.20,9.00
9.62,8.95,7.40,8.17
9.62,9.05,5.80,7.42
9.62,9.10,9.55,9.32
9.62,9.25,8.95,9.10
9.62,9.45,7.10,8.27
9.62,9.70,9.05,9.37
9.63,6.40,4.80,5.60
9.63,6.90,5.30,6.10
9.63,7.20,8.70,7.95
9.63,7.45,4.25,5.85
9.63,7.60,6.05,6.82
9.63,7.70,8.70,8.20
9.63,7.85,7.00,7.42
9.63,7.95,8.05,8.00
9.63,8.05,6.75,7.40
9.63,8.15,8.70,8.42
9.63,8.25,8.90,8.57
9.63,8.40,5.80,7.10
9.63,8.50,7.90,8.20
9.63,8.60,7.80,8.20
9.63,8.65,8.85,8.75
9.63,8.75,9.10,8.92
9.63,8.85,9.25,9.05
9.63,9.00,9.00,9.00
9.63,9.10,9.20,9.15
9.63,9.25,8.05,8.65
9.63,9.40,7.25,8.32
9.63,9.50,9.05,9.27
9.63,9.70,9.00,9.35
9.64,6.30,5.90,6.10
9.64,6.85,6.65,6.75
9.64,7.20,6.85,7.02
9.64,7.40,7.40,7.40
9.64,7.60,6.20,6.90
9.64,7.70,8.20,7.95
9.64,7.90,6.45,7.17
9.64,8.00,5.00,6.50
9.64,8.05,8.45,8.25
9.64,8.20,6.35,7.27
9.64,8.30,7.85,8.07
9.64,8.35,8.90,8.62
9.64,8.45,7.40,7.92
9.64,8.55,7.25,7.90
9.64,8.60,8.95,8.77
9.64,8.70,8.90,8.80
9.64,8.80,7.40,8.10
9.64,8.85,8.95,8.90
9.64,8.95,8.90,8.92
9.64,9.05,8.10,8.57
9.64,9.10,9.15,9.12
9.64,9.20,8.85,9.02
9.64,9.35,9.05,9.20
9.64,9.55,7.60,8.57
9.64,9.75,9.20,9.47
9.65,6.35,5.10,5.72
9.65,6.80,8.50,7.65
9.65,7.15,6.20,6.67
9.65,7.35,6.30,6.82
9.65,7.55,5.95,6.75
9.65,7.70,8.05,7.87
9.65,7.85,8.85,8.35
9.65,8.00,8.35,8.17
9.65,8.15,6.20,7.17
9.65,8.25,6.80,7.52
9.65,8.35,8.05,8.20
9.65,8.45,7.25,7.85
9.65,8.50,9.45,8.97
9.65,8.60,8.55,8.57
9.65,8.70,7.60,8.15
9.65,8.80,7.55,8.17
9.65,8.90,6.80,7.85
9.65,8.95,9.00,8.97
9.65,9.05,9.10,9.07
9.65,9.15,8.45,8.80
9.65,9.25,8.25,8.75
9.65,9.35,6.50,7.92
9.65,9.45,9.35,9.40
9.65,9.70,9.40,9.55
9.66,6.30,7.05,6.67
9.66,6.90,6.75,6.82
9.66,7.20,5.55,6.37
9.66,7.35,8.00,7.67
9.66,7.55,7.90,7.72
9.66,7.75,6.40,7.07
9.66,7.90,5.65,6.77
9.66,8.00,8.15,8.07
9.66,8.15,7.80,7.97
9.66,8.25,8.70,8.47
9.66,8.40,7.60,8.00
9.66,8.50,7.80,8.15
9.66,8.55,8.80,8.67
9.66,8.65,8.40,8.52
9.66,8.70,9.20,8.95
9.66,8.80,8.20,8.50
9.66,8.90,8.60,8.75
9.66,9.00,8.45,8.72
9.66,9.05,9.10,9.07
9.66,9.15,7.95,8.55
9.66,9.25,7.55,8.40
9.66,9.30,9.45,9.37
9.66,9.50,8.65,9.07
9.66,9.70,9.15,9.42
9.67,6.10,6.95,6.52
9.67,6.75,5.45,6.10
9.67,7.10,5.20,6.15
9.67,7.35,7.75,7.55
9.67,7.60,6.90,7.25
9.67,7.70,6.80,7.25
9.67,7.90,5.25,6.57
9.67,8.00,7.00,7.50
9.67,8.10,9.40,8.75
9.67,8.25,7.80,8.02
9.67,8.35,8.10,8.22
9.67,8.40,9.75,9.07
9.67,8.50,8.30,8.40
9.67,8.60,7.75,8.17
9.67,8.70,8.10,8.40
9.67,8.75,8.75,8.75
9.67,8.85,7.50,8.17
9.67,8.90,8.90,8.90
9.67,9.00,8.85,8.92
9.67,9.10,9.15,9.12
9.67,9.20,8.50,8.85
9.67,9.30,8.35,8.82
9.67,9.40,6.60,8.00
9.67,9.55,8.75,9.15
9.67,9.90,8.90,9.40
9.68,6.75,4.25,5.50
9.68,7.05,5.75,6.40
9.68,7.35,6.45,6.90
9.68,7.55,5.65,6.60
9.68,7.70,5.35,6.52
9.68,7.85,5.25,6.55
9.68,7.95,9.05,8.50
9.68,8.10,7.90,8.00
9.68,8.20,7.35,7.77
9.68,8.30,6.30,7.30
9.68,8.40,8.10,8.25
9.68,8.50,7.95,8.22
9.68,8.55,9.25,8.90
9.68,8.65,8.25,8.45
9.68,8.75,7.40,8.07
9.68,8.80,8.65,8.72
9.68,8.90,8.00,8.45
9.68,8.95,9.05,9.00
9.68,9.05,8.15,8.60
9.68,9.15,8.60,8.87
9.68,9.20,9.05,9.12
9.68,9.30,8.75,9.02
9.68,9.40,9.10,9.25
9.68,9.55,8.45,9.00
9.68,9.70,9.50,9.60
9.69,6.50,6.85,6.67
9.69,6.95,7.25,7.10
9.69,7.35,8.90,8.12
9.69,7.65,6.25,6.95
9.69,7.75,7.80,7.77
9.69,7.90,4.50,6.20
9.69,8.05,8.35,8.20
9.69,8.15,7.75,7.95
9.69,8.25,7.05,7.65
9.69,8.35,7.95,8.15
9.69,8.45,7.30,7.87
9.69,8.50,8.20,8.35
9.69,8.60,8.05,8.32
9.69,8.65,9.10,8.87
9.69,8.75,8.75,8.75
9.69,8.85,7.55,8.20
9.69,8.90,8.70,8.80
9.69,9.00,8.10,8.55
9.69,9.10,7.35,8.22
9.69,9.15,9.25,9.20
9.69,9.25,9.05,9.15
9.69,9.35,8.55,8.95
9.69,9.50,7.70,8.60
9.69,9.70,9.60,9.65
9.70,6.50,6.05,6.27
9.70,7.10,7.50,7.30
9.70,7.35,4.85,6.10
9.70,7.60,4.70,6.15
9.70,7.75,7.95,7.85
9.70,7.85,8.35,8.10
9.70,8.00,9.30,8.65
9.70,8.15,6.95,7.55
9.70,8.25,9.00,8.62
9.70,8.35,7.75,8.05
9.70,8.40,8.20,8.30
9.70,8.50,6.30,7.40
9.70,8.55,8.35,8.45
9.70,8.60,9.10,8.85
9.70,8.70,8.35,8.52
9.70,8.80,7.80,8.30
9.70,8.85,9.40,9.12
9.70,8.95,7.85,8.40
9.70,9.00,9.25,9.12
9.70,9.10,8.55,8.82
9.70,9.20,8.25,8.72
9.70,9.30,8.65,8.97
9.70,9.40,9.00,9.20
9.70,9.50,9.30,9.40
9.70,9.70,9.35,9.52
9.71,6.40,4.50,5.45
9.71,7.05,6.25,6.65
9.71,7.35,9.00,8.17
9.71,7.65,7.55,7.60
9.71,7.90,3.20,5.55
9.71,7.95,8.95,8.45
9.71,8.10,8.90,8.50
9.71,8.20,9.25,8.72
9.71,8.35,7.20,7.77
9.71,8.45,6.70,7.57
9.71,8.50,8.50,8.50
9.71,8.60,7.50,8.05
9.71,8.70,7.25,7.97
9.71,8.75,8.80,8.77
9.71,8.85,7.50,8.17
9.71,8.90,9.00,8.95
9.71,9.00,8.45,8.72
9.71,9.05,9.10,9.07
9.71,9.15,7.35,8.25
9.71,9.20,8.95,9.07
9.71,9.30,9.15,9.22
9.71,9.45,8.50,8.97
9.71,9.55,9.10,9.32
9.71,9.75,9.10,9.42
9.72,6.65,7.50,7.07
9.72,7.15,9.30,8.22
9.72,7.45,5.40,6.42
9.72,7.60,7.40,7.50
9.72,7.75,7.05,7.40
9.72,7.95,5.75,6.85
9.72,8.05,7.70,7.87
9.72,8.20,3.85,6.02
9.72,8.30,7.85,8.07
9.72,8.40,8.20,8.30
9.72,8.50,8.35,8.42
9.72,8.60,8.40,8.50
9.72,8.75,7.80,8.27
9.72,8.85,5.80,7.32
9.72,8.90,8.40,8.65
9.72,9.00,7.00,8.00
9.72,9.05,8.30,8.67
9.72,9.10,8.60,8.85
9.72,9.20,7.75,8.47
9.72,9.25,9.35,9.30
9.72,9.40,8.35,8.87
9.72,9.50,9.30,9.40
9.72,9.65,8.90,9.27
9.73,6.20,6.35,6.27
9.73,6.95,5.10,6.02
9.73,7.25,8.85,8.05
9.73,7.55,5.65,6.60
9.73,7.70,6.85,7.27
9.73,7.90,5.85,6.87
9.73,8.00,8.50,8.25
9.73,8.15,6.05,7.10
9.73,8.25,8.85,8.55
9.73,8.35,8.25,8.30
9.73,8.45,7.75,8.10
9.73,8.55,8.25,8.40
9.73,8.60,8.95,8.77
9.73,8.70,7.80,8.25
9.73,8.75,9.30,9.02
9.73,8.85,7.40,8.12
9.73,8.90,8.95,8.92
9.73,9.00,8.00,8.50
9.73,9.10,8.00,8.55
9.73,9.15,9.35,9.25
9.73,9.25,9.00,9.12
9.73,9.40,7.05,8.22
9.73,9.50,5.45,7.47
9.73,9.60,9.05,9.32
9.73,9.80,8.70,9.25
9.74,6.75,6.35,6.55
9.74,7.25,5.45,6.35
9.74,7.55,7.75,7.65
9.74,7.70,8.40,8.05
9.74,7.90,8.85,8.37
9.74,8.00,8.50,8.25
9.74,8.15,6.05,7.10
9.74,8.25,8.85,8.55
9.74,8.35,7.85,8.10
9.74,8.40,8.75,8.57
9.74,8.55,5.95,7.25
9.74,8.60,8.60,8.60
9.74,8.70,7.95,8.32
9.74,8.75,8.80,8.77
9.74,8.80,8.65,8.72
9.74,8.85,9.30,9.07
9.74,8.95,8.00,8.47
9.74,9.00,9.15,9.07
9.74,9.10,8.20,8.65
9.74,9.15,8.90,9.02
9.74,9.25,6.20,7.72
9.74,9.30,9.00,9.15
9.74,9.40,8.75,9.07
9.74,9.50,9.00,9.25
9.74,9.60,9.25,9.42
9.74,9.85,9.05,9.45
9.75,6.80,6.65,6.72
9.75,7.25,8.60,7.92
9.75,7.55,7.15,7.35
9.75,7.80,7.55,7.67
9.75,7.95,6.10,7.02
9.75,8.05,8.60,8.32
9.75,8.20,7.30,7.75
9.75,8.30,9.20,8.75
9.75,8.45,7.80,8.12
9.75,8.55,8.60,8.57
9.75,8.65,8.85,8.75
9.75,8.75,8.80,8.77
9.75,8.85,5.65,7.25
9.75,8.90,8.80,8.85
9.75,9.00,7.60,8.30
9.75,9.05,8.90,8.97
9.75,9.10,9.05,9.07
9.75,9.20,7.65,8.42
9.75,9.25,8.90,9.07
9.75,9.35,7.65,8.50
9.75,9.40,9.25,9.32
9.75,9.50,9.10,9.30
9.75,9.60,9.45,9.52
9.75,9.85,8.10,8.97
9.76,6.60,5.70,6.15
9.76,7.20,5.90,6.55
9.76,7.55,7.05,7.30
9.76,7.75,6.00,6.87
9.76,7.90,7.15,7.52
9.76,8.05,7.45,7.75
9.76,8.20,5.85,7.02
9.76,8.30,7.80,8.05
9.76,8.40,8.00,8.20
9.76,8.50,4.85,6.67
9.76,8.60,6.60,7.60
9.76,8.65,8.60,8.62
9.76,8.75,8.05,8.40
9.76,8.85,6.95,7.90
9.76,8.90,8.40,8.65
9.76,8.95,9.75,9.35
9.76,9.00,9.50,9.25
9.76,9.10,8.20,8.65
9.76,9.15,8.95,9.05
9.76,9.25,8.50,8.87
9.76,9.30,9.05,9.17
9.76,9.40,8.10,8.75
9.76,9.45,9.45,9.45
9.76,9.55,9.30,9.42
9.76,9.70,7.95,8.82
9.77,5.85,7.20,6.52
9.77,6.85,6.35,6.60
9.77,7.30,4.75,6.02
9.77,7.55,5.80,6.67
9.77,7.75,6.25,7.00
9.77,7.85,8.70,8.27
9.77,8.00,8.95,8.47
9.77,8.15,6.70,7.42
9.77,8.20,9.05,8.62
9.77,8.35,8.70,8.52
9.77,8.45,8.15,8.30
9.77,8.55,8.10,8.32
9.77,8.65,7.85,8.25
9.77,8.75,6.90,7.82
9.77,8.85,5.95,7.40
9.77,8.90,9.10,9.00
9.77,8.95,9.70,9.32
9.77,9.05,7.85,8.45
9.77,9.10,8.90,9.00
9.77,9.15,9.25,9.20
9.77,9.25,8.25,8.75
9.77,9.30,8.90,9.10
9.77,9.35,9.25,9.30
9.77,9.45,8.70,9.07
9.77,9.50,9.20,9.35
9.77,9.60,8.45,9.02
9.77,9.70,9.70,9.70
9.78,5.65,3.75,4.70
9.78,7.10,6.20,6.65
9.78,7.50,6.35,6.92
9.78,7.70,6.10,6.90
9.78,7.85,8.35,8.10
9.78,8.00,8.15,8.07
9.78,8.10,9.30,8.70
9.78,8.20,9.20,8.70
9.78,8.35,6.15,7.25
9.78,8.40,9.30,8.85
9.78,8.50,8.70,8.60
9.78,8.60,9.25,8.92
9.78,8.70,8.85,8.77
9.78,8.80,8.75,8.77
9.78,8.90,8.45,8.67
9.78,9.00,8.10,8.55
9.78,9.05,9.00,9.02
9.78,9.15,6.90,8.02
9.78,9.20,8.70,8.95
9.78,9.25,9.20,9.22
9.78,9.35,8.50,8.92
9.78,9.45,7.75,8.60
9.78,9.50,9.00,9.25
9.78,9.55,9.25,9.40
9.78,9.75,9.00,9.37
9.79,6.20,7.70,6.95
9.79,7.25,7.05,7.15
9.79,7.55,7.45,7.50
9.79,7.80,5.55,6.67
9.79,7.95,5.80,6.87
9.79,8.10,6.05,7.07
9.79,8.25,6.40,7.32
9.79,8.35,8.15,8.25
9.79,8.45,8.25,8.35
9.79,8.55,9.15,8.85
9.79,8.70,6.30,7.50
9.79,8.75,8.65,8.70
9.79,8.80,9.55,9.17
9.79,8.90,7.85,8.37
9.79,8.95,8.60,8.77
9.79,9.00,8.80,8.90
9.79,9.10,8.15,8.62
9.79,9.15,9.30,9.22
9.79,9.20,9.30,9.25
9.79,9.30,8.40,8.85
9.79,9.35,9.25,9.30
9.79,9.45,8.00,8.72
9.79,9.50,9.10,9.30
9.79,9.60,8.65,9.12
9.79,9.75,9.15,9.45
9.80,6.35,6.90,6.62
9.80,7.25,6.45,6.85
9.80,7.65,6.90,7.27
9.80,7.85,8.75,8.30
9.80,8.00,8.70,8.35
9.80,8.15,6.65,7.40
9.80,8.25,7.55,7.90
9.80,8.40,6.95,7.67
9.80,8.50,6.65,7.57
9.80,8.55,9.10,8.82
9.80,8.65,8.45,8.55
9.80,8.80,7.80,8.30
9.80,8.85,8.75,8.80
9.80,8.90,9.15,9.02
9.80,9.00,8.70,8.85
9.80,9.05,9.10,9.07
9.80,9.15,7.95,8.55
9.80,9.20,8.60,8.90
9.80,9.25,8.95,9.10
9.80,9.35,7.90,8.62
9.80,9.40,8.70,9.05
9.80,9.45,9.70,9.57
9.80,9.55,8.95,9.25
9.80,9.65,9.50,9.57
9.80,9.85,9.30,9.57
9.81,6.80,5.20,6.00
9.81,7.35,6.10,6.72
9.81,7.75,6.95,7.35
9.81,7.95,8.80,8.37
9.81,8.20,6.80,7.50
9.81,8.30,8.10,8.20
9.81,8.40,8.45,8.42
9.81,8.50,8.60,8.55
9.81,8.60,7.65,8.12
9.81,8.65,9.05,8.85
9.81,8.75,7.05,7.90
9.81,8.85,8.25,8.55
9.81,8.90,8.90,8.90
9.81,9.00,8.30,8.65
9.81,9.05,9.80,9.42
9.81,9.15,8.40,8.77
9.81,9.20,9.40,9.30
9.81,9.25,9.40,9.32
9.81,9.30,9.80,9.55
9.81,9.40,9.10,9.25
9.81,9.50,8.75,9.12
9.81,9.60,7.80,8.70
9.81,9.70,8.30,9.00
9.81,9.85,9.30,9.57
9.82,7.05,8.05,7.55
9.82,7.55,7.05,7.30
9.82,7.80,8.15,7.97
9.82,8.05,9.15,8.60
9.82,8.25,7.00,7.62
9.82,8.35,9.05,8.70
9.82,8.50,8.60,8.55
9.82,8.60,9.05,8.82
9.82,8.70,8.05,8.37
9.82,8.75,9.40,9.07
9.82,8.85,8.20,8.52
9.82,8.90,9.00,8.95
9.82,9.00,7.90,8.45
9.82,9.05,8.50,8.77
9.82,9.10,9.05,9.07
9.82,9.20,8.10,8.65
9.82,9.25,8.40,8.82
9.82,9.30,8.45,8.87
9.82,9.35,8.85,9.10
9.82,9.40,8.85,9.12
9.82,9.45,9.05,9.25
9.82,9.55,9.15,9.35
9.82,9.65,7.50,8.57
9.82,9.75,9.25,9.50
9.83,5.90,5.80,5.85
9.83,7.30,6.55,6.92
9.83,7.60,7.60,7.60
9.83,7.85,9.00,8.42
9.83,8.10,7.95,8.02
9.83,8.25,6.60,7.42
9.83,8.40,7.90,8.15
9.83,8.50,7.10,7.80
9.83,8.55,9.40,8.97
9.83,8.65,8.90,8.77
9.83,8.75,7.40,8.07
9.83,8.80,8.60,8.70
9.83,8.90,8.00,8.45
9.83,8.95,9.00,8.97
9.83,9.00,9.45,9.22
9.83,9.10,8.20,8.65
9.83,9.15,8.60,8.87
9.83,9.20,8.55,8.87
9.83,9.25,8.90,9.07
9.83,9.30,9.05,9.17
9.83,9.40,8.80,9.10
9.83,9.45,9.90,9.67
9.83,9.55,9.45,9.50
9.83,9.65,9.35,9.50
9.83,9.80,9.85,9.82
9.84,5.90,6.30,6.10
9.84,7.30,6.40,6.85
9.84,7.75,6.30,7.02
9.84,7.95,7.00,7.47
9.84,8.15,6.95,7.55
9.84,8.30,7.45,7.87
9.84,8.40,7.80,8.10
9.84,8.50,9.25,8.87
9.84,8.60,9.20,8.90
9.84,8.70,8.15,8.42
9.84,8.80,7.75,8.27
9.84,8.85,9.40,9.12
9.84,8.90,9.35,9.12
9.84,9.00,8.45,8.72
9.84,9.05,8.80,8.92
9.84,9.10,9.15,9.12
9.84,9.15,8.80,8.97
9.84,9.20,9.30,9.25
9.84,9.25,9.50,9.37
9.84,9.30,9.80,9.55
9.84,9.40,7.80,8.60
9.84,9.45,9.05,9.25
9.84,9.55,8.75,9.15
9.84,9.65,6.95,8.30
9.84,9.70,9.10,9.40
9.84,9.90,8.35,9.12
9.85,7.20,6.10,6.65
9.85,7.65,6.90,7.27
9.85,7.95,5.25,6.60
9.85,8.10,8.75,8.42
9.85,8.25,8.55,8.40
